NAMESPACE,NAME,VS,PF,READY,STATUS,RESTARTS,LAST RESTART,CPU,MEM,CPU/R:L,MEM/R:L,%CPU/R,%CPU/L,%MEM/R,%MEM/L,IP,NODE,SERVICEACCOUNT,NOMINATED NODE,READINESS GATES,QOS,LABELS,VALID,AGE
cattle-system,rancher-webhook-6fbdf8fb54-jmbd9,0,●,1/1,Running,0,<unknown>,4,127,0:0,0:0,n/a,n/a,n/a,n/a,10.218.57.253,ip-10-218-60-198.ec2.internal,rancher-webhook,<none>,<none>,BE,app=rancher-webhook pod-template-hash=6fbdf8fb54,,18m
default,kafka-cluster-entity-operator-58fbbb6b5-6b4kj,0,●,1/1,Running,1,112s,8,179,0:0,0:0,n/a,n/a,n/a,n/a,10.218.57.143,ip-10-218-58-27.ec2.internal,kafka-cluster-entity-operator,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=entity-operator app.kubernetes.io/part-of=strimzi-kafka-cluster pod-template-hash=58fbbb6b5 strimzi.io/cluster=kafka-cluster strimzi.io/component-type=entity-operator strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-entity-operator,,18m
karpenter,karpenter-575c958579-hjkb2,0,●,1/1,Running,0,<unknown>,2,22,0:0,0:0,n/a,n/a,n/a,n/a,10.218.50.2,ip-10-218-60-198.ec2.internal,karpenter,<none>,<none>,BE,app.kubernetes.io/instance=karpenter app.kubernetes.io/name=karpenter collect_logs=true pod-template-hash=575c958579,,6m54s
kube-system,efs-csi-node-b52t8,0,●,3/3,Running,1,3m22s,3,38,0:0,0:0,n/a,n/a,n/a,n/a,10.218.58.27,ip-10-218-58-27.ec2.internal,efs-csi-node-sa,<none>,<none>,BE,app=efs-csi-node app.kubernetes.io/instance=aws-efs-csi-driver app.kubernetes.io/name=aws-efs-csi-driver controller-revision-hash=86547f8f95 pod-template-generation=1,,6m17s
cattle-logging-system,rancher-logging-root-fluentbit-jwfc9,0,●,1/1,Running,0,<unknown>,2,14,100:200,47:95,2,1,31,15,10.218.32.26,ip-10-218-53-71.ec2.internal,rancher-logging-root-fluentbit,<none>,<none>,BU,app.kubernetes.io/managed-by=rancher-logging-root app.kubernetes.io/name=fluentbit controller-revision-hash=97547c7f7 pod-template-generation=4,,21m
emissary,emissary-ingress-6f99c56c54-hd6jp,0,●,1/1,Running,0,<unknown>,11,370,200:1000,300:800,5,1,123,46,10.218.45.202,ip-10-218-58-27.ec2.internal,emissary-ingress,<none>,<none>,BU,app.kubernetes.io/instance=emissary-ingress app.kubernetes.io/managed-by=getambassador.io app.kubernetes.io/name=emissary-ingress app.kubernetes.io/part-of=emissary-ingress pod-template-hash=6f99c56c54 product=aes profile=main,,18m
cattle-logging-system,loki-grafana-agent-operator-9fd6fc77c-hl52d,0,●,1/1,Running,0,<unknown>,1,384,0:0,0:0,n/a,n/a,n/a,n/a,10.218.52.0,ip-10-218-58-27.ec2.internal,loki-grafana-agent-operator,<none>,<none>,BE,app.kubernetes.io/instance=loki app.kubernetes.io/name=grafana-agent-operator pod-template-hash=9fd6fc77c,,18m
cattle-logging-system,rancher-logging-8474fdf984-742tg,0,●,1/1,Running,0,<unknown>,2,114,0:0,0:0,n/a,n/a,n/a,n/a,10.218.48.178,ip-10-218-58-27.ec2.internal,rancher-logging,<none>,<none>,BE,app.kubernetes.io/instance=rancher-logging app.kubernetes.io/name=rancher-logging pod-template-hash=8474fdf984,,18m
emissary,emissary-ingress-6f99c56c54-92fbv,0,●,1/1,Running,0,<unknown>,10,480,200:1000,300:800,5,1,160,60,10.218.35.101,ip-10-218-58-27.ec2.internal,emissary-ingress,<none>,<none>,BU,app.kubernetes.io/instance=emissary-ingress app.kubernetes.io/managed-by=getambassador.io app.kubernetes.io/name=emissary-ingress app.kubernetes.io/part-of=emissary-ingress pod-template-hash=6f99c56c54 product=aes profile=main,,18m
default,elisity-policy-service-5bbf4b975c-jmc7g,0,●,2/2,Running,0,<unknown>,36,1752,50:500,150:7500,72,7,1168,23,10.218.36.137,ip-10-218-36-111.ec2.internal,default,<none>,<none>,BU,admission.datadoghq.com/enabled=true app=elisity-policy-service app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=policy-service app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=5bbf4b975c,,37m
reloader,reloader-reloader-5f855b5f75-8l79j,0,●,1/1,Running,0,<unknown>,2,44,0:0,0:0,n/a,n/a,n/a,n/a,10.218.32.81,ip-10-218-53-71.ec2.internal,reloader-reloader,<none>,<none>,BE,app=reloader-reloader app.kubernetes.io/managed-by=Helm chart=reloader-1.0.108 group=com.stakater.platform heritage=Helm pod-template-hash=5f855b5f75 provider=stakater release=reloader version=v1.0.108,,18m
kube-system,efs-csi-node-wp926,0,●,3/3,Running,0,<unknown>,3,38,0:0,0:0,n/a,n/a,n/a,n/a,10.218.38.218,ip-10-218-38-218.ec2.internal,efs-csi-node-sa,<none>,<none>,BE,app=efs-csi-node app.kubernetes.io/instance=aws-efs-csi-driver app.kubernetes.io/name=aws-efs-csi-driver controller-revision-hash=86547f8f95 pod-template-generation=1,,19m
cattle-logging-system,loki-canary-4vld6,0,●,1/1,Running,0,<unknown>,1,15,0:0,0:0,n/a,n/a,n/a,n/a,10.218.38.166,ip-10-218-38-218.ec2.internal,loki-canary,<none>,<none>,BE,app.kubernetes.io/component=canary app.kubernetes.io/instance=loki app.kubernetes.io/name=loki controller-revision-hash=559c87c5dc pod-template-generation=1,,18m
cattle-logging-system,rancher-logging-root-fluentbit-gzf66,0,●,1/1,Running,0,<unknown>,5,10,100:200,47:95,5,2,21,10,10.218.41.210,ip-10-218-58-27.ec2.internal,rancher-logging-root-fluentbit,<none>,<none>,BU,app.kubernetes.io/managed-by=rancher-logging-root app.kubernetes.io/name=fluentbit controller-revision-hash=97547c7f7 pod-template-generation=4,,6m17s
cattle-monitoring-system,rancher-monitoring-prometheus-node-exporter-rkw6m,0,●,1/1,Running,0,<unknown>,1,8,100:600,60:300,1,0,14,2,10.218.115.222,ip-10-218-115-222.ec2.internal,rancher-monitoring-prometheus-node-exporter,<none>,<none>,BU,app.kubernetes.io/component=metrics app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=prometheus-node-exporter app.kubernetes.io/part-of=prometheus-node-exporter app.kubernetes.io/version=1.3.1 controller-revision-hash=77b779bd8f helm.sh/chart=prometheus-node-exporter-4.2.0 jobLabel=node-exporter pod-template-generation=1 release=rancher-monitoring,,6m15s
kube-system,kube-proxy-68hlc,0,●,1/1,Running,0,<unknown>,4,18,100:0,0:0,4,n/a,n/a,n/a,10.218.53.71,ip-10-218-53-71.ec2.internal,kube-proxy,<none>,<none>,BU,controller-revision-hash=65f976f6bf k8s-app=kube-proxy pod-template-generation=2,,20m
elisity-monitoring,dd-cluster-agent-69df9cfcff-qft5w,0,●,1/1,Running,0,<unknown>,15,191,0:0,0:0,n/a,n/a,n/a,n/a,10.218.53.160,ip-10-218-58-27.ec2.internal,dd-cluster-agent,<none>,<none>,BE,agent.datadoghq.com/component=cluster-agent agent.datadoghq.com/name=dd app.kubernetes.io/component=cluster-agent app.kubernetes.io/instance=dd-cluster-agent app.kubernetes.io/managed-by=datadog-operator app.kubernetes.io/name=datadog-agent-deployment app.kubernetes.io/part-of=elisity--monitoring-dd app.kubernetes.io/version= pod-template-hash=69df9cfcff,,18m
kube-system,aws-node-bxwvt,0,●,2/2,Running,0,<unknown>,2,64,50:0,0:0,4,n/a,n/a,n/a,10.218.36.111,ip-10-218-36-111.ec2.internal,aws-node,<none>,<none>,BU,app.kubernetes.io/instance=aws-vpc-cni app.kubernetes.io/name=aws-node controller-revision-hash=75c9c677b8 k8s-app=aws-node pod-template-generation=3,,6m16s
kube-system,efs-csi-node-qw5xt,0,●,3/3,Running,0,<unknown>,3,39,0:0,0:0,n/a,n/a,n/a,n/a,10.218.115.222,ip-10-218-115-222.ec2.internal,efs-csi-node-sa,<none>,<none>,BE,app=efs-csi-node app.kubernetes.io/instance=aws-efs-csi-driver app.kubernetes.io/name=aws-efs-csi-driver controller-revision-hash=86547f8f95 pod-template-generation=1,,6m15s
kube-system,kube-proxy-spf9s,0,●,1/1,Running,0,<unknown>,2,17,100:0,0:0,2,n/a,n/a,n/a,10.218.58.27,ip-10-218-58-27.ec2.internal,kube-proxy,<none>,<none>,BU,controller-revision-hash=65f976f6bf k8s-app=kube-proxy pod-template-generation=2,,6m17s
cattle-fleet-system,fleet-agent-597dc6f75f-w9ksb,0,●,1/1,Running,0,<unknown>,2,297,0:0,0:0,n/a,n/a,n/a,n/a,10.218.41.18,ip-10-218-58-27.ec2.internal,fleet-agent,<none>,<none>,BE,app=fleet-agent pod-template-hash=597dc6f75f,,18m
kube-system,ebs-csi-node-46l7t,0,●,3/3,Running,0,<unknown>,1,24,30:0,120:768,3,n/a,20,3,10.218.120.149,ip-10-218-115-222.ec2.internal,ebs-csi-node-sa,<none>,<none>,BU,app=ebs-csi-node app.kubernetes.io/component=csi-driver app.kubernetes.io/instance=aws-ebs-csi-driver app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=aws-ebs-csi-driver app.kubernetes.io/version=1.26.1 controller-revision-hash=789fb667fc helm.sh/chart=aws-ebs-csi-driver-2.26.1 pod-template-generation=3,,6m15s
cattle-monitoring-system,rancher-monitoring-prometheus-node-exporter-ktfr6,0,●,1/1,Running,0,<unknown>,1,8,100:600,60:300,1,0,13,2,10.218.60.198,ip-10-218-60-198.ec2.internal,rancher-monitoring-prometheus-node-exporter,<none>,<none>,BU,app.kubernetes.io/component=metrics app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=prometheus-node-exporter app.kubernetes.io/part-of=prometheus-node-exporter app.kubernetes.io/version=1.3.1 controller-revision-hash=77b779bd8f helm.sh/chart=prometheus-node-exporter-4.2.0 jobLabel=node-exporter pod-template-generation=1 release=rancher-monitoring,,21m
cattle-logging-system,loki-backend-0,0,●,2/2,Running,0,<unknown>,4,127,0:0,0:0,n/a,n/a,n/a,n/a,10.218.71.125,ip-10-218-82-133.ec2.internal,loki,<none>,<none>,BE,app.kubernetes.io/component=backend app.kubernetes.io/instance=loki app.kubernetes.io/name=loki app.kubernetes.io/part-of=memberlist apps.kubernetes.io/pod-index=0 controller-revision-hash=loki-backend-75f8df5585 statefulset.kubernetes.io/pod-name=loki-backend-0,,13m
default,kafka-cluster-kafka-controller-4,0,●,1/1,Running,0,<unknown>,31,835,0:0,0:0,n/a,n/a,n/a,n/a,10.218.119.158,ip-10-218-115-222.ec2.internal,kafka-cluster-kafka,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=kafka app.kubernetes.io/part-of=strimzi-kafka-cluster statefulset.kubernetes.io/pod-name=kafka-cluster-kafka-controller-4 strimzi.io/broker-role=false strimzi.io/cluster=kafka-cluster strimzi.io/component-type=kafka strimzi.io/controller=strimzipodset strimzi.io/controller-name=kafka-cluster-kafka-controller strimzi.io/controller-role=true strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-kafka strimzi.io/pod-name=kafka-cluster-kafka-controller-4 strimzi.io/pool-name=kafka-controller,,13m
cattle-logging-system,rancher-logging-root-fluentbit-69wrm,0,●,1/1,Running,0,<unknown>,1,15,100:200,47:95,1,0,32,16,10.218.119.250,ip-10-218-115-222.ec2.internal,rancher-logging-root-fluentbit,<none>,<none>,BU,app.kubernetes.io/managed-by=rancher-logging-root app.kubernetes.io/name=fluentbit controller-revision-hash=97547c7f7 pod-template-generation=4,,6m15s
cattle-logging-system,loki-canary-w5hkx,0,●,1/1,Running,0,<unknown>,1,15,0:0,0:0,n/a,n/a,n/a,n/a,10.218.55.111,ip-10-218-36-111.ec2.internal,loki-canary,<none>,<none>,BE,app.kubernetes.io/component=canary app.kubernetes.io/instance=loki app.kubernetes.io/name=loki controller-revision-hash=559c87c5dc pod-template-generation=1,,6m
cattle-logging-system,rancher-logging-root-fluentbit-48wg4,0,●,1/1,Running,0,<unknown>,2,13,100:200,47:95,2,1,27,13,10.218.47.30,ip-10-218-60-198.ec2.internal,rancher-logging-root-fluentbit,<none>,<none>,BU,app.kubernetes.io/managed-by=rancher-logging-root app.kubernetes.io/name=fluentbit controller-revision-hash=97547c7f7 pod-template-generation=4,,21m
default,elisity-ad-connector-service-584447976f-wz6xq,0,●,2/2,Running,0,<unknown>,55,766,50:500,150:15500,110,11,510,4,10.218.46.28,ip-10-218-58-27.ec2.internal,default,<none>,<none>,BU,admission.datadoghq.com/enabled=true app=elisity-ad-connector-service app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=ad-connector-service app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=584447976f,,18m
